vehicle_plate_num,vehicle_plate_type,vehicle_type,arrival_time,duration_hours,departure_time,day_of_week,hour_of_day,arrival_hour,arrival_minute,arrival_day_of_week,stay_duration_minutes,priority_level,bay_assigned,slot_assigned,allocation_score
ABC3712,1,2,2023-05-07 14:06:00,2,2023-05-07 16:06:00,6,14,14,6,6,120,1,4,4,120.14824431722177
ABC3192,0,2,2023-05-03 13:13:00,1,2023-05-03 14:13:00,2,13,13,13,2,60,0,3,1,117.4801355780557
ABC2248,0,2,2023-05-01 07:37:00,3,2023-05-01 10:37:00,0,7,7,37,0,180,0,2,2,147.9582131620859
ABC5033,1,2,2023-05-03 10:03:00,1,2023-05-03 11:03:00,2,10,10,3,2,60,1,1,10,129.75799810985927
ABC2997,1,1,2023-05-05 08:11:00,3,2023-05-05 11:11:00,4,8,8,11,4,180,0,1,4,175.56246243856913
ABC4687,2,2,2023-05-06 09:22:00,1,2023-05-06 10:22:00,5,9,9,22,5,60,2,4,1,261.43561827175023
ABC5018,0,0,2023-05-02 08:30:00,2,2023-05-02 10:30:00,1,8,8,30,1,120,0,2,6,154.29768790819
ABC2970,2,0,2023-05-05 10:44:00,2,2023-05-05 12:44:00,4,10,10,44,4,120,2,4,1,218.93533067136119
ABC9389,1,0,2023-05-07 18:37:00,8,2023-05-08 02:37:00,6,18,18,37,6,480,1,2,9,123.39575924334342
ABC6765,1,0,2023-05-01 09:10:00,2,2023-05-01 11:10:00,0,9,9,10,0,120,1,4,10,87.436767420274
ABC2202,2,1,2023-05-07 15:29:00,2,2023-05-07 17:29:00,6,15,15,29,6,120,1,4,3,123.62736247441374
ABC9135,1,0,2023-05-02 10:04:00,3,2023-05-02 13:04:00,1,10,10,4,1,180,1,2,1,192.1277686802349
ABC6567,0,1,2023-05-05 17:41:00,2,2023-05-05 19:41:00,4,17,17,41,4,120,0,1,6,156.83731285905336
ABC8667,2,0,2023-05-07 16:32:00,1,2023-05-07 17:32:00,6,16,16,32,6,60,2,1,6,218.62807967098374
ABC6742,0,1,2023-05-02 07:57:00,1,2023-05-02 08:57:00,1,7,7,57,1,60,0,3,7,102.52186257276264
ABC6788,0,1,2023-05-01 17:04:00,1,2023-05-01 18:04:00,0,17,17,4,0,60,0,2,7,131.54467720963723
ABC6408,0,1,2023-05-03 16:24:00,3,2023-05-03 19:24:00,2,16,16,24,2,180,0,1,10,112.62556404903654
ABC9669,2,0,2023-05-02 10:08:00,2,2023-05-02 12:08:00,1,10,10,8,1,120,2,1,4,247.77572935084532
ABC1922,1,1,2023-05-06 16:19:00,2,2023-05-06 18:19:00,5,16,16,19,5,120,0,2,5,139.1499512187244
ABC1419,0,2,2023-05-01 19:46:00,3,2023-05-01 22:46:00,0,19,19,46,0,180,0,1,3,147.7822772288691
ABC3204,0,2,2023-05-01 09:06:00,1,2023-05-01 10:06:00,0,9,9,6,0,60,0,2,6,133.18177569983217
ABC2120,0,0,2023-05-07 17:24:00,5,2023-05-07 22:24:00,6,17,17,24,6,300,0,1,7,140.99062622333335
ABC1950,1,2,2023-05-01 09:49:00,2,2023-05-01 11:49:00,0,9,9,49,0,120,1,4,9,98.25973434784684
ABC3336,1,2,2023-05-04 17:44:00,1,2023-05-04 18:44:00,3,17,17,44,3,60,1,2,9,150.79929422082648
ABC6373,2,2,2023-05-03 08:00:00,4,2023-05-03 12:00:00,2,8,8,0,2,240,2,2,5,225.77892731081985
ABC3243,1,0,2023-05-06 08:01:00,2,2023-05-06 10:01:00,5,8,8,1,5,120,1,1,4,235.50986894205428
ABC3645,2,0,2023-05-07 07:16:00,2,2023-05-07 09:16:00,6,7,7,16,6,120,2,2,7,179.29624629199643
ABC5612,2,2,2023-05-07 08:18:00,1,2023-05-07 09:18:00,6,8,8,18,6,60,2,3,3,262.1681495203019
ABC2865,2,0,2023-05-02 18:23:00,4,2023-05-02 22:23:00,1,18,18,23,1,240,2,3,4,222.39935286569934
ABC7028,2,1,2023-05-07 15:41:00,3,2023-05-07 18:41:00,6,15,15,41,6,180,1,2,9,109.29591721447002
ABC8326,2,2,2023-05-04 09:44:00,1,2023-05-04 10:44:00,3,9,9,44,3,60,2,3,5,242.49663601134364
ABC7371,0,0,2023-05-01 10:23:00,1,2023-05-01 11:23:00,0,10,10,23,0,60,0,1,10,106.396709448615
ABC7359,1,0,2023-05-01 16:45:00,4,2023-05-01 20:45:00,0,16,16,45,0,240,1,1,7,158.18016763321688
ABC8863,0,2,2023-05-03 10:00:00,1,2023-05-03 11:00:00,2,10,10,0,2,60,0,2,2,137.27674075081836
ABC4228,2,0,2023-05-01 19:12:00,1,2023-05-01 20:12:00,0,19,19,12,0,60,2,1,9,186.95528731610537
ABC4719,1,2,2023-05-02 17:03:00,2,2023-05-02 19:03:00,1,17,17,3,1,120,1,1,5,221.21434610743617
ABC3371,0,0,2023-05-06 17:42:00,4,2023-05-06 21:42:00,5,17,17,42,5,240,0,3,5,124.50384499273179
ABC3891,0,1,2023-05-03 17:20:00,2,2023-05-03 19:20:00,2,17,17,20,2,120,0,1,4,183.51971159888922
ABC4756,2,2,2023-05-04 17:18:00,1,2023-05-04 18:18:00,3,17,17,18,3,60,2,1,8,256.54422130223753
ABC5225,0,1,2023-05-05 09:37:00,4,2023-05-05 13:37:00,4,9,9,37,4,240,0,3,4,143.58047574909907
ABC1094,0,2,2023-05-02 08:36:00,1,2023-05-02 09:36:00,1,8,8,36,1,60,0,4,2,143.847978700951
ABC3674,0,0,2023-05-07 10:38:00,3,2023-05-07 13:38:00,6,10,10,38,6,180,0,2,5,127.5679548582991
ABC7898,0,1,2023-05-02 09:03:00,6,2023-05-02 15:03:00,1,9,9,3,1,360,0,2,3,159.73130007210716
ABC1793,0,0,2023-05-06 08:16:00,4,2023-05-06 12:16:00,5,8,8,16,5,240,0,4,4,107.48871334707421
ABC3116,2,2,2023-05-02 19:21:00,1,2023-05-02 20:21:00,1,19,19,21,1,60,2,3,3,223.44894705277275
ABC6779,2,2,2023-05-06 16:34:00,1,2023-05-06 17:34:00,5,16,16,34,5,60,2,3,7,151.51972909675663
ABC7166,0,2,2023-05-06 11:25:00,1,2023-05-06 12:25:00,5,11,11,25,5,60,0,1,6,136.18113958884362
ABC1814,2,2,2023-05-05 09:15:00,4,2023-05-05 13:15:00,4,9,9,15,4,240,2,1,2,303.66145171125487
ABC1345,2,2,2023-05-03 08:40:00,4,2023-05-03 12:40:00,2,8,8,40,2,240,2,2,8,176.20354789869376
ABC9554,1,1,2023-05-07 09:08:00,2,2023-05-07 11:08:00,6,9,9,8,6,120,0,2,5,142.42267200791628
ABC3443,0,2,2023-05-07 20:08:00,2,2023-05-07 22:08:00,6,20,20,8,6,120,0,3,6,94.5103307720402
ABC8783,2,0,2023-05-03 07:41:00,4,2023-05-03 11:41:00,2,7,7,41,2,240,2,1,8,191.5294390176269
ABC1984,2,1,2023-05-07 09:20:00,2,2023-05-07 11:20:00,6,9,9,20,6,120,1,3,7,162.39448768253837
ABC8790,0,0,2023-05-02 07:16:00,1,2023-05-02 08:16:00,1,7,7,16,1,60,0,4,3,114.98078701276691
ABC1827,1,2,2023-05-02 07:36:00,1,2023-05-02 08:36:00,1,7,7,36,1,60,1,2,2,196.52546394827985
ABC4531,0,0,2023-05-05 16:54:00,2,2023-05-05 18:54:00,4,16,16,54,4,120,0,2,3,162.69790582586367
ABC8147,1,1,2023-05-06 17:25:00,6,2023-05-06 23:25:00,5,17,17,25,5,360,0,3,8,105.44012594162052
ABC5451,0,1,2023-05-07 09:55:00,6,2023-05-07 15:55:00,6,9,9,55,6,360,0,1,4,143.49670431691112
ABC4876,0,1,2023-05-07 18:39:00,2,2023-05-07 20:39:00,6,18,18,39,6,120,0,1,8,144.34500007132658
ABC6959,0,0,2023-05-06 17:06:00,2,2023-05-06 19:06:00,5,17,17,6,5,120,0,4,4,120.12741928936518
ABC1126,0,1,2023-05-04 10:19:00,3,2023-05-04 13:19:00,3,10,10,19,3,180,0,4,7,74.94827714704832
ABC4177,1,0,2023-05-01 07:25:00,4,2023-05-01 11:25:00,0,7,7,25,0,240,1,4,6,109.89951625568132
ABC9795,1,2,2023-05-04 08:42:00,2,2023-05-04 10:42:00,3,8,8,42,3,120,1,3,10,98.16831880693945
ABC7024,2,2,2023-05-03 09:13:00,2,2023-05-03 11:13:00,2,9,9,13,2,120,2,2,1,309.19457892288705
ABC6109,0,0,2023-05-01 18:23:00,3,2023-05-01 21:23:00,0,18,18,23,0,180,0,3,8,101.25736517470168
ABC5146,1,1,2023-05-07 18:22:00,1,2023-05-07 19:22:00,6,18,18,22,6,60,0,3,6,122.22774958007591
ABC8196,1,0,2023-05-07 17:49:00,2,2023-05-07 19:49:00,6,17,17,49,6,120,1,1,2,269.4845400305345
ABC4368,1,0,2023-05-04 10:56:00,8,2023-05-04 18:56:00,3,10,10,56,3,480,1,4,5,111.6432772616034
ABC4797,0,0,2023-05-06 07:40:00,1,2023-05-06 08:40:00,5,7,7,40,5,60,0,2,2,147.10751548201534
ABC2792,2,2,2023-05-04 20:42:00,2,2023-05-04 22:42:00,3,20,20,42,3,120,2,4,10,86.22689982304189
ABC6732,1,0,2023-05-06 09:10:00,2,2023-05-06 11:10:00,5,9,9,10,5,120,1,4,7,137.30955984797964
ABC4476,0,2,2023-05-05 10:48:00,2,2023-05-05 12:48:00,4,10,10,48,4,120,0,4,10,61.50068879905938
ABC4417,1,0,2023-05-07 10:18:00,3,2023-05-07 13:18:00,6,10,10,18,6,180,1,2,6,140.80918882250725
ABC2645,1,2,2023-05-03 06:40:00,2,2023-05-03 08:40:00,2,6,6,40,2,120,1,1,7,138.15454090098888
ABC4030,2,0,2023-05-06 09:30:00,5,2023-05-06 14:30:00,5,9,9,30,5,300,2,2,6,210.51517978100946
ABC3872,1,0,2023-05-03 19:18:00,2,2023-05-03 21:18:00,2,19,19,18,2,120,1,2,10,134.19827345173022
ABC4072,1,1,2023-05-02 15:58:00,3,2023-05-02 18:58:00,1,15,15,58,1,180,0,1,1,152.97815919455775
ABC2854,0,1,2023-05-06 08:11:00,1,2023-05-06 09:11:00,5,8,8,11,5,60,0,2,3,183.59924478275303
ABC5021,0,0,2023-05-06 07:03:00,4,2023-05-06 11:03:00,5,7,7,3,5,240,0,2,10,70.00661724253423
ABC5662,2,0,2023-05-02 19:06:00,2,2023-05-02 21:06:00,1,19,19,6,1,120,2,3,2,213.26661501135496
ABC7514,0,0,2023-05-02 15:34:00,4,2023-05-02 19:34:00,1,15,15,34,1,240,0,2,1,118.8217844519165
ABC6031,0,0,2023-05-07 10:50:00,2,2023-05-07 12:50:00,6,10,10,50,6,120,0,3,1,147.98618392943905
ABC3708,2,1,2023-05-07 09:05:00,1,2023-05-07 10:05:00,6,9,9,5,6,60,1,3,4,190.3190792481009
ABC8112,1,2,2023-05-04 16:06:00,1,2023-05-04 17:06:00,3,16,16,6,3,60,1,3,1,164.9047383933452
ABC9393,2,0,2023-05-07 15:35:00,8,2023-05-07 23:35:00,6,15,15,35,6,480,2,4,2,145.59690027938038
ABC4507,0,1,2023-05-01 12:58:00,3,2023-05-01 15:58:00,0,12,12,58,0,180,0,1,1,156.18080982291454
ABC7456,2,0,2023-05-03 18:50:00,1,2023-05-03 19:50:00,2,18,18,50,2,60,2,4,6,190.84433767536038
ABC5212,1,0,2023-05-01 08:12:00,1,2023-05-01 09:12:00,0,8,8,12,0,60,1,1,4,245.71296919995893
ABC8970,2,2,2023-05-05 06:32:00,1,2023-05-05 07:32:00,4,6,6,32,4,60,2,2,8,159.69024519169596
ABC9766,0,0,2023-05-04 09:42:00,1,2023-05-04 10:42:00,3,9,9,42,3,60,0,3,5,124.83719393325006
ABC1536,0,0,2023-05-02 19:38:00,3,2023-05-02 22:38:00,1,19,19,38,1,180,0,4,10,52.48328651078235
ABC2625,2,2,2023-05-01 17:23:00,1,2023-05-01 18:23:00,0,17,17,23,0,60,2,2,5,269.4350568308788
ABC8973,1,2,2023-05-03 10:08:00,2,2023-05-03 12:08:00,2,10,10,8,2,120,1,4,8,104.97076036712788
ABC9577,2,2,2023-05-04 12:53:00,1,2023-05-04 13:53:00,3,12,12,53,3,60,2,2,10,142.9867987099682
ABC9070,1,2,2023-05-07 16:31:00,2,2023-05-07 18:31:00,6,16,16,31,6,120,1,4,6,116.74259338440304
ABC9666,1,1,2023-05-03 07:48:00,3,2023-05-03 10:48:00,2,7,7,48,2,180,0,2,6,143.0006897566014
ABC9609,2,1,2023-05-02 16:50:00,1,2023-05-02 17:50:00,1,16,16,50,1,60,1,2,3,198.03085613940095
ABC7490,1,1,2023-05-06 16:46:00,3,2023-05-06 19:46:00,5,16,16,46,5,180,0,4,6,86.56397547306597
ABC4600,0,0,2023-05-05 13:42:00,2,2023-05-05 15:42:00,4,13,13,42,4,120,0,2,10,85.32049391013605
ABC7783,2,2,2023-05-06 09:08:00,1,2023-05-06 10:08:00,5,9,9,8,5,60,2,3,7,171.96130596565865
ABC5971,1,2,2023-05-05 17:39:00,2,2023-05-05 19:39:00,4,17,17,39,4,120,1,3,2,201.45160094204832
ABC2205,0,1,2023-05-07 09:18:00,3,2023-05-07 12:18:00,6,9,9,18,6,180,0,3,3,140.62898009107812
ABC2990,2,0,2023-05-04 15:23:00,3,2023-05-04 18:23:00,3,15,15,23,3,180,2,3,6,159.99787128657363
ABC6299,0,0,2023-05-05 19:28:00,1,2023-05-05 20:28:00,4,19,19,28,4,60,0,1,10,111.44176270285347
ABC4572,0,0,2023-05-04 19:16:00,2,2023-05-04 21:16:00,3,19,19,16,3,120,0,4,9,87.24367687501156
ABC6975,0,1,2023-05-05 17:57:00,2,2023-05-05 19:57:00,4,17,17,57,4,120,0,3,9,98.50140563065374
ABC7320,1,0,2023-05-03 17:54:00,3,2023-05-03 20:54:00,2,17,17,54,2,180,1,3,8,122.42659111449595
ABC5380,2,0,2023-05-07 10:13:00,2,2023-05-07 12:13:00,6,10,10,13,6,120,2,3,8,147.85502917354913
ABC5757,2,0,2023-05-07 17:25:00,2,2023-05-07 19:25:00,6,17,17,25,6,120,2,1,9,206.5519934121521
ABC3713,1,2,2023-05-07 19:58:00,3,2023-05-07 22:58:00,6,19,19,58,6,180,1,4,9,83.82957058419726
ABC6588,2,1,2023-05-03 09:23:00,1,2023-05-03 10:23:00,2,9,9,23,2,60,1,2,10,160.87844876430648
ABC1966,0,2,2023-05-02 17:35:00,4,2023-05-02 21:35:00,1,17,17,35,1,240,0,1,9,131.04512397290907
ABC5944,2,2,2023-05-07 20:21:00,1,2023-05-07 21:21:00,6,20,20,21,6,60,2,3,5,156.79691339359155
ABC4432,1,1,2023-05-03 17:04:00,4,2023-05-03 21:04:00,2,17,17,4,2,240,0,3,6,124.8210708581407
ABC1688,0,2,2023-05-02 07:18:00,1,2023-05-02 08:18:00,1,7,7,18,1,60,0,1,5,137.2222065236553
ABC5243,1,0,2023-05-07 06:47:00,5,2023-05-07 11:47:00,6,6,6,47,6,300,1,4,1,117.95931024709807
ABC4701,0,0,2023-05-04 20:56:00,1,2023-05-04 21:56:00,3,20,20,56,3,60,0,4,4,112.67494752541322
ABC9533,0,0,2023-05-03 08:30:00,2,2023-05-03 10:30:00,2,8,8,30,2,120,0,2,1,184.94834302102694
ABC6182,2,0,2023-05-04 18:31:00,2,2023-05-04 20:31:00,3,18,18,31,3,120,2,1,1,345.0275298776941
ABC7704,0,1,2023-05-03 12:37:00,6,2023-05-03 18:37:00,2,12,12,37,2,360,0,4,3,78.3457165425716
ABC5422,1,2,2023-05-06 10:10:00,4,2023-05-06 14:10:00,5,10,10,10,5,240,1,1,7,154.84672415383673
ABC2759,2,2,2023-05-03 08:18:00,1,2023-05-03 09:18:00,2,8,8,18,2,60,2,4,1,258.9222660488362
ABC3482,1,0,2023-05-07 08:23:00,3,2023-05-07 11:23:00,6,8,8,23,6,180,1,4,7,109.21925070048745
ABC9058,0,0,2023-05-01 14:48:00,3,2023-05-01 17:48:00,0,14,14,48,0,180,0,3,10,76.67259375878145
ABC1951,1,2,2023-05-06 18:19:00,1,2023-05-06 19:19:00,5,18,18,19,5,60,1,4,10,104.31569751931755
ABC9914,1,1,2023-05-07 17:34:00,2,2023-05-07 19:34:00,6,17,17,34,6,120,0,4,1,151.26617437459927
ABC3079,0,2,2023-05-04 18:51:00,4,2023-05-04 22:51:00,3,18,18,51,3,240,0,1,9,130.8433827783542
ABC3717,2,0,2023-05-07 17:16:00,2,2023-05-07 19:16:00,6,17,17,16,6,120,2,4,5,177.6016830566772
ABC5524,1,0,2023-05-02 15:10:00,1,2023-05-02 16:10:00,1,15,15,10,1,60,1,4,6,99.8640783314313
ABC9477,0,1,2023-05-05 18:27:00,2,2023-05-05 20:27:00,4,18,18,27,4,120,0,1,9,126.88461816947753
ABC8311,2,2,2023-05-06 18:40:00,1,2023-05-06 19:40:00,5,18,18,40,5,60,2,4,3,233.04932756875863
ABC8186,2,1,2023-05-04 10:15:00,3,2023-05-04 13:15:00,3,10,10,15,3,180,1,1,3,200.22728236520686
ABC3065,2,1,2023-05-05 14:44:00,3,2023-05-05 17:44:00,4,14,14,44,4,180,1,1,5,158.2275794063146
ABC1768,1,0,2023-05-02 08:09:00,2,2023-05-02 10:09:00,1,8,8,9,1,120,1,1,7,193.44400007232105
ABC6490,1,2,2023-05-07 19:14:00,1,2023-05-07 20:14:00,6,19,19,14,6,60,1,1,3,202.8854681976459
ABC7645,1,0,2023-05-05 17:43:00,2,2023-05-05 19:43:00,4,17,17,43,4,120,1,3,4,199.7987105820751
ABC6083,2,2,2023-05-04 17:12:00,1,2023-05-04 18:12:00,3,17,17,12,3,60,2,3,2,272.16929700634586
ABC6232,1,0,2023-05-02 17:38:00,5,2023-05-02 22:38:00,1,17,17,38,1,300,1,3,9,108.80962906160671
ABC6797,0,0,2023-05-03 14:49:00,1,2023-05-03 15:49:00,2,14,14,49,2,60,0,3,10,79.54721910940502
ABC5926,1,2,2023-05-03 20:42:00,3,2023-05-03 23:42:00,2,20,20,42,2,180,1,1,9,123.45443704022244
ABC7016,1,2,2023-05-02 17:12:00,1,2023-05-02 18:12:00,1,17,17,12,1,60,1,1,2,273.06638036796164
ABC4335,2,0,2023-05-04 17:53:00,2,2023-05-04 19:53:00,3,17,17,53,3,120,2,1,5,274.1542012172742
ABC9038,1,2,2023-05-05 15:39:00,1,2023-05-05 16:39:00,4,15,15,39,4,60,1,1,1,206.48595829288618
ABC5873,0,0,2023-05-07 10:20:00,3,2023-05-07 13:20:00,6,10,10,20,6,180,0,3,8,93.5743098805259
ABC2481,2,2,2023-05-01 10:11:00,3,2023-05-01 13:11:00,0,10,10,11,0,180,2,4,6,156.75470217429265
ABC7305,0,0,2023-05-05 08:45:00,2,2023-05-05 10:45:00,4,8,8,45,4,120,0,3,10,110.35463897471251
ABC4451,2,0,2023-05-02 11:07:00,2,2023-05-02 13:07:00,1,11,11,7,1,120,2,1,10,156.87474209532826
ABC1054,2,0,2023-05-02 16:26:00,3,2023-05-02 19:26:00,1,16,16,26,1,180,2,1,2,263.31704817265404
ABC8643,1,1,2023-05-05 18:46:00,2,2023-05-05 20:46:00,4,18,18,46,4,120,0,4,2,148.78065238286183
ABC4462,0,2,2023-05-05 18:18:00,2,2023-05-05 20:18:00,4,18,18,18,4,120,0,1,10,131.9620993836655
ABC1832,2,0,2023-05-03 18:57:00,1,2023-05-03 19:57:00,2,18,18,57,2,60,2,4,5,183.297980748817
ABC6954,1,1,2023-05-03 18:36:00,4,2023-05-03 22:36:00,2,18,18,36,2,240,0,1,7,123.5035747560452
ABC9519,2,0,2023-05-07 07:33:00,3,2023-05-07 10:33:00,6,7,7,33,6,180,2,4,9,81.3697871610236
ABC8221,2,1,2023-05-02 07:42:00,2,2023-05-02 09:42:00,1,7,7,42,1,120,1,2,9,128.00982582859393
ABC4310,2,0,2023-05-01 08:36:00,3,2023-05-01 11:36:00,0,8,8,36,0,180,2,2,6,218.20035551458503
ABC4300,2,0,2023-05-05 21:37:00,2,2023-05-05 23:37:00,4,21,21,37,4,120,2,2,2,209.55874668554304
ABC7722,2,1,2023-05-02 08:24:00,2,2023-05-02 10:24:00,1,8,8,24,1,120,1,2,6,178.07840687702688
ABC8218,2,1,2023-05-02 09:47:00,3,2023-05-02 12:47:00,1,9,9,47,1,180,1,1,1,254.1441191659037
ABC8776,1,2,2023-05-07 07:02:00,2,2023-05-07 09:02:00,6,7,7,2,6,120,1,1,2,224.84840252394153
ABC4675,2,2,2023-05-07 19:06:00,1,2023-05-07 20:06:00,6,19,19,6,6,60,2,1,3,240.50840754683958
ABC4054,0,1,2023-05-07 09:40:00,6,2023-05-07 15:40:00,6,9,9,40,6,360,0,2,5,136.88267460331477
ABC8970,1,2,2023-05-01 14:49:00,2,2023-05-01 16:49:00,0,14,14,49,0,120,1,4,10,71.98959904008163
ABC3143,0,1,2023-05-04 17:10:00,2,2023-05-04 19:10:00,3,17,17,10,3,120,0,4,1,163.40742694478706
ABC6207,2,2,2023-05-03 21:51:00,3,2023-05-04 00:51:00,2,21,21,51,2,180,2,2,10,126.1631934851593
ABC3538,0,0,2023-05-05 10:59:00,2,2023-05-05 12:59:00,4,10,10,59,4,120,0,1,5,125.06906147016474
ABC5547,2,2,2023-05-03 09:53:00,2,2023-05-03 11:53:00,2,9,9,53,2,120,2,2,5,229.28446762300138
ABC6619,2,0,2023-05-04 09:10:00,2,2023-05-04 11:10:00,3,9,9,10,3,120,2,3,4,220.07582382740918
ABC9356,1,0,2023-05-03 10:06:00,4,2023-05-03 14:06:00,2,10,10,6,2,240,1,4,3,142.64639699073817
ABC7612,1,2,2023-05-01 09:10:00,3,2023-05-01 12:10:00,0,9,9,10,0,180,1,2,7,150.99627952365574
ABC6005,2,1,2023-05-05 08:36:00,3,2023-05-05 11:36:00,4,8,8,36,4,180,1,2,7,169.22869004392228
ABC1822,1,0,2023-05-06 09:06:00,2,2023-05-06 11:06:00,5,9,9,6,5,120,1,2,1,255.02413126999872
ABC1943,0,0,2023-05-06 09:15:00,2,2023-05-06 11:15:00,5,9,9,15,5,120,0,2,7,127.22059277441537
ABC7150,1,2,2023-05-03 18:07:00,1,2023-05-03 19:07:00,2,18,18,7,2,60,1,1,3,248.1197091020844
ABC5425,1,1,2023-05-03 10:08:00,2,2023-05-03 12:08:00,2,10,10,8,2,120,0,4,3,94.49038058000801
ABC9966,0,1,2023-05-07 15:49:00,3,2023-05-07 18:49:00,6,15,15,49,6,180,0,3,6,112.35096198571782
ABC3198,1,2,2023-05-04 16:23:00,2,2023-05-04 18:23:00,3,16,16,23,3,120,1,1,6,196.96770000102188
ABC5242,2,1,2023-05-01 16:46:00,4,2023-05-01 20:46:00,0,16,16,46,0,240,1,2,4,179.19824766205102
ABC4695,0,2,2023-05-02 19:55:00,1,2023-05-02 20:55:00,1,19,19,55,1,60,0,2,5,130.03371329687812
ABC4452,2,2,2023-05-02 10:39:00,1,2023-05-02 11:39:00,1,10,10,39,1,60,2,2,3,242.66339152438223
ABC2308,0,2,2023-05-01 18:47:00,3,2023-05-01 21:47:00,0,18,18,47,0,180,0,2,3,167.10603548218387
ABC5177,2,0,2023-05-04 20:27:00,5,2023-05-05 01:27:00,3,20,20,27,3,300,2,4,9,89.46637258424163
ABC9705,2,0,2023-05-06 09:12:00,2,2023-05-06 11:12:00,5,9,9,12,5,120,2,2,5,216.84051091299827
ABC7852,1,0,2023-05-03 08:13:00,1,2023-05-03 09:13:00,2,8,8,13,2,60,1,3,1,240.30624596603457
ABC7035,2,2,2023-05-03 10:21:00,2,2023-05-03 12:21:00,2,10,10,21,2,120,2,1,9,194.18941487897868
ABC4594,1,0,2023-05-04 17:56:00,4,2023-05-04 21:56:00,3,17,17,56,3,240,1,4,10,94.46784735112463
ABC5841,0,0,2023-05-05 09:44:00,1,2023-05-05 10:44:00,4,9,9,44,4,60,0,2,6,149.39779607559544
ABC2409,2,0,2023-05-02 16:34:00,3,2023-05-02 19:34:00,1,16,16,34,1,180,2,3,9,135.18067719589627
ABC5566,2,2,2023-05-07 07:58:00,2,2023-05-07 09:58:00,6,7,7,58,6,120,2,1,7,194.27140403645151
ABC5491,0,2,2023-05-05 19:34:00,1,2023-05-05 20:34:00,4,19,19,34,4,60,0,1,10,111.16438363812756
ABC2555,0,2,2023-05-01 16:16:00,3,2023-05-01 19:16:00,0,16,16,16,0,180,0,4,10,62.21351125981504
ABC1804,2,0,2023-05-03 18:05:00,2,2023-05-03 20:05:00,2,18,18,5,2,120,2,1,7,262.51395175142113
ABC2279,0,1,2023-05-06 17:41:00,4,2023-05-06 21:41:00,5,17,17,41,5,240,0,2,5,141.83967719160236
ABC8083,1,0,2023-05-06 18:51:00,3,2023-05-06 21:51:00,5,18,18,51,5,180,1,2,7,166.53470775357675
ABC6986,0,0,2023-05-04 16:57:00,2,2023-05-04 18:57:00,3,16,16,57,3,120,0,3,10,72.82098737055482
ABC6619,0,2,2023-05-04 17:28:00,2,2023-05-04 19:28:00,3,17,17,28,3,120,0,3,4,130.1570591656661
ABC2387,2,2,2023-05-03 08:50:00,3,2023-05-03 11:50:00,2,8,8,50,2,180,2,1,6,243.46401898542868
ABC3679,1,0,2023-05-05 17:56:00,8,2023-05-06 01:56:00,4,17,17,56,4,480,1,4,2,156.45151189435862
ABC3106,0,0,2023-05-03 06:40:00,2,2023-05-03 08:40:00,2,6,6,40,2,120,0,2,10,94.47957185340464
ABC9173,1,1,2023-05-06 12:23:00,1,2023-05-06 13:23:00,5,12,12,23,5,60,0,1,3,144.50104360346438
ABC5223,1,1,2023-05-05 16:38:00,6,2023-05-05 22:38:00,4,16,16,38,4,360,0,4,2,117.3114927994036
ABC5831,1,2,2023-05-07 08:16:00,2,2023-05-07 10:16:00,6,8,8,16,6,120,1,1,10,153.31980403645827
ABC3768,2,1,2023-05-05 07:50:00,6,2023-05-05 13:50:00,4,7,7,50,4,360,1,4,2,120.66331977544313
ABC4186,0,1,2023-05-06 13:20:00,2,2023-05-06 15:20:00,5,13,13,20,5,120,0,3,7,100.83309506650906
ABC3573,2,2,2023-05-05 10:30:00,1,2023-05-05 11:30:00,4,10,10,30,4,60,2,2,5,215.03748196850563
ABC3599,0,1,2023-05-05 08:54:00,2,2023-05-05 10:54:00,4,8,8,54,4,120,0,3,6,132.57847709308956
ABC5033,0,0,2023-05-04 07:42:00,4,2023-05-04 11:42:00,3,7,7,42,3,240,0,2,3,138.26088208585952
ABC9428,2,1,2023-05-04 10:25:00,6,2023-05-04 16:25:00,3,10,10,25,3,360,1,4,10,73.56471182137106
ABC2304,1,2,2023-05-01 17:19:00,2,2023-05-01 19:19:00,0,17,17,19,0,120,1,4,5,151.05586221568618
ABC8368,1,0,2023-05-05 17:58:00,1,2023-05-05 18:58:00,4,17,17,58,4,60,1,1,5,245.21588970561422
ABC6877,0,1,2023-05-01 18:01:00,2,2023-05-01 20:01:00,0,18,18,1,0,120,0,4,4,121.34880618168103
ABC2301,2,0,2023-05-02 17:03:00,3,2023-05-02 20:03:00,1,17,17,3,1,180,2,4,10,104.61761889872966
ABC3541,1,0,2023-05-05 15:49:00,3,2023-05-05 18:49:00,4,15,15,49,4,180,1,1,4,171.2158599397408
ABC3051,1,1,2023-05-05 18:00:00,4,2023-05-05 22:00:00,4,18,18,0,4,240,0,1,8,115.753337817865
ABC7809,0,1,2023-05-07 07:00:00,3,2023-05-07 10:00:00,6,7,7,0,6,180,0,2,6,106.15949271919064
ABC9633,0,2,2023-05-03 19:22:00,2,2023-05-03 21:22:00,2,19,19,22,2,120,0,4,2,122.20386543307013
ABC9996,2,2,2023-05-03 19:01:00,1,2023-05-03 20:01:00,2,19,19,1,2,60,2,1,2,279.6230420001492
ABC1074,0,0,2023-05-07 08:06:00,3,2023-05-07 11:06:00,6,8,8,6,6,180,0,2,2,158.62416826691947
